date,country,trade_type,commodity_category,trade_value_mn_usd
2019-09,Zimbabwe,import,textiles_clothing,16.817
2019-09,Zimbabwe,import,agriculture_inputs,17.824
2019-09,Zimbabwe,import,other,156.769
2019-10,Zimbabwe,import,fuel,104.441
2019-10,Zimbabwe,import,machinery,71.18
2019-10,Zimbabwe,import,vehicles,38.69
2019-10,Zimbabwe,import,electrical_equip,46.58
2019-10,Zimbabwe,import,food_beverages,39.064
2019-10,Zimbabwe,import,fertilisers,20.545
2019-10,Zimbabwe,import,chemicals,21.84
2019-10,Zimbabwe,import,textiles_clothing,21.966
2019-10,Zimbabwe,import,agriculture_inputs,28.555
2019-10,Zimbabwe,import,other,170.622
2019-11,Zimbabwe,import,fuel,116.935
2019-11,Zimbabwe,import,machinery,72.019
2019-11,Zimbabwe,import,vehicles,50.069
2019-11,Zimbabwe,import,electrical_equip,34.034
2019-11,Zimbabwe,import,food_beverages,47.517
2019-11,Zimbabwe,import,fertilisers,19.12
2019-11,Zimbabwe,import,chemicals,25.564
2019-11,Zimbabwe,import,textiles_clothing,19.839
2019-11,Zimbabwe,import,agriculture_inputs,28.708
2019-11,Zimbabwe,import,other,161.405
2019-12,Zimbabwe,import,fuel,119.015
2019-12,Zimbabwe,import,machinery,101.556
2019-12,Zimbabwe,import,vehicles,55.517
2019-12,Zimbabwe,import,electrical_equip,44.776
2019-12,Zimbabwe,import,food_beverages,44.724
2019-12,Zimbabwe,import,fertilisers,19.343
2019-12,Zimbabwe,import,chemicals,32.33
2019-12,Zimbabwe,import,textiles_clothing,33.641
2019-12,Zimbabwe,import,agriculture_inputs,21.265
2019-12,Zimbabwe,import,other,161.911
2020-01,Zimbabwe,import,fuel,109.119
2020-01,Zimbabwe,import,machinery,74.005
2020-01,Zimbabwe,import,vehicles,41.903
2020-01,Zimbabwe,import,electrical_equip,47.944
2020-01,Zimbabwe,import,food_beverages,50.73
2020-01,Zimbabwe,import,fertilisers,29.674
2020-01,Zimbabwe,import,chemicals,28.426
2020-01,Zimbabwe,import,textiles_clothing,34.359
2020-01,Zimbabwe,import,agriculture_inputs,18.717
2020-01,Zimbabwe,import,other,175.293
2020-02,Zimbabwe,import,fuel,101.875
2020-02,Zimbabwe,import,machinery,73.938
2020-02,Zimbabwe,import,vehicles,34.852
2020-02,Zimbabwe,import,electrical_equip,36.246
2020-02,Zimbabwe,import,food_beverages,42.787
2020-02,Zimbabwe,import,fertilisers,24.074
2020-02,Zimbabwe,import,chemicals,23.025
2020-02,Zimbabwe,import,textiles_clothing,22.147
2020-02,Zimbabwe,import,agriculture_inputs,18.274
2020-02,Zimbabwe,import,other,142.758
2020-03,Zimbabwe,import,fuel,80.279
2020-03,Zimbabwe,import,machinery,63.005
2020-03,Zimbabwe,import,vehicles,40.319
2020-03,Zimbabwe,import,electrical_equip,31.833
2020-03,Zimbabwe,import,food_beverages,24.965
2020-03,Zimbabwe,import,fertilisers,18.56
2020-03,Zimbabwe,import,chemicals,19.285
2020-03,Zimbabwe,import,textiles_clothing,17.305
2020-03,Zimbabwe,import,agriculture_inputs,14.247
2020-03,Zimbabwe,import,other,119.917
2020-04,Zimbabwe,import,fuel,88.281
2020-04,Zimbabwe,import,machinery,54.292
2020-04,Zimbabwe,import,vehicles,35.265
2020-04,Zimbabwe,import,electrical_equip,24.981
2020-04,Zimbabwe,import,food_beverages,30.785
2020-04,Zimbabwe,import,fertilisers,14.49
2020-04,Zimbabwe,import,chemicals,25.949
2020-04,Zimbabwe,import,textiles_clothing,15.06
2020-04,Zimbabwe,import,agriculture_inputs,13.4
2020-04,Zimbabwe,import,other,128.154
2020-05,Zimbabwe,import,fuel,94.774
2020-05,Zimbabwe,import,machinery,66.391
2020-05,Zimbabwe,import,vehicles,37.087
2020-05,Zimbabwe,import,electrical_equip,26.947
2020-05,Zimbabwe,import,food_beverages,30.667
2020-05,Zimbabwe,import,fertilisers,18.028
2020-05,Zimbabwe,import,chemicals,26.483
2020-05,Zimbabwe,import,textiles_clothing,18.466
2020-05,Zimbabwe,import,agriculture_inputs,16.865
2020-05,Zimbabwe,import,other,129.379
2020-06,Zimbabwe,import,fuel,104.347
2020-06,Zimbabwe,import,machinery,69.689
2020-06,Zimbabwe,import,vehicles,34.447
2020-06,Zimbabwe,import,electrical_equip,34.113
2020-06,Zimbabwe,import,food_beverages,38.171
2020-06,Zimbabwe,import,fertilisers,27.535
2020-06,Zimbabwe,import,chemicals,30.775
2020-06,Zimbabwe,import,textiles_clothing,15.741
2020-06,Zimbabwe,import,agriculture_inputs,18.722
2020-06,Zimbabwe,import,other,125.518
2020-07,Zimbabwe,import,fuel,114.222
2020-07,Zimbabwe,import,machinery,65.823
2020-07,Zimbabwe,import,vehicles,43.943
2020-07,Zimbabwe,import,electrical_equip,30.942
2020-07,Zimbabwe,import,food_beverages,31.8
2020-07,Zimbabwe,import,fertilisers,20.416
2020-07,Zimbabwe,import,chemicals,30.184
2020-07,Zimbabwe,import,textiles_clothing,15.975
2020-07,Zimbabwe,import,agriculture_inputs,23.828
2020-07,Zimbabwe,import,other,142.063
2020-08,Zimbabwe,import,fuel,93.86
2020-08,Zimbabwe,import,machinery,77.884
2020-08,Zimbabwe,import,vehicles,49.15
2020-08,Zimbabwe,import,electrical_equip,37.987
2020-08,Zimbabwe,import,food_beverages,34.727
2020-08,Zimbabwe,import,fertilisers,18.138
2020-08,Zimbabwe,import,chemicals,29.175
2020-08,Zimbabwe,import,textiles_clothing,17.13
2020-08,Zimbabwe,import,agriculture_inputs,30.351
2020-08,Zimbabwe,import,other,145.119
2020-09,Zimbabwe,import,fuel,81.951
2020-09,Zimbabwe,import,machinery,67.288
2020-09,Zimbabwe,import,vehicles,40.764
2020-09,Zimbabwe,import,electrical_equip,33.66
2020-09,Zimbabwe,import,food_beverages,37.785
2020-09,Zimbabwe,import,fertilisers,15.759
2020-09,Zimbabwe,import,chemicals,27.133
2020-09,Zimbabwe,import,textiles_clothing,21.741
2020-09,Zimbabwe,import,agriculture_inputs,21.764
2020-09,Zimbabwe,import,other,136.33
2020-10,Zimbabwe,import,fuel,96.318
2020-10,Zimbabwe,import,machinery,64.72
2020-10,Zimbabwe,import,vehicles,47.351
2020-10,Zimbabwe,import,electrical_equip,34.156
2020-10,Zimbabwe,import,food_beverages,31.953
2020-10,Zimbabwe,import,fertilisers,32.703
2020-10,Zimbabwe,import,chemicals,21.208
2020-10,Zimbabwe,import,textiles_clothing,18.531
2020-10,Zimbabwe,import,agriculture_inputs,22.459
2020-10,Zimbabwe,import,other,172.846
2020-11,Zimbabwe,import,fuel,104.329
2020-11,Zimbabwe,import,machinery,66.409
2020-11,Zimbabwe,import,vehicles,41.463
2020-11,Zimbabwe,import,electrical_equip,32.156
2020-11,Zimbabwe,import,food_beverages,31.263
2020-11,Zimbabwe,import,fertilisers,25.332
2020-11,Zimbabwe,import,chemicals,26.129
2020-11,Zimbabwe,import,textiles_clothing,16.429
2020-11,Zimbabwe,import,agriculture_inputs,17.423
2020-11,Zimbabwe,import,other,170.507
2020-12,Zimbabwe,import,fuel,143.191
2020-12,Zimbabwe,import,machinery,73.388
2020-12,Zimbabwe,import,vehicles,52.958
2020-12,Zimbabwe,import,electrical_equip,35.126
2020-12,Zimbabwe,import,food_beverages,39.456
2020-12,Zimbabwe,import,fertilisers,25.358
2020-12,Zimbabwe,import,chemicals,27.586
2020-12,Zimbabwe,import,textiles_clothing,23.255
2020-12,Zimbabwe,import,agriculture_inputs,20.841
2020-12,Zimbabwe,import,other,156.645
2021-01,Zimbabwe,import,fuel,161.669
2021-01,Zimbabwe,import,machinery,77.861
2021-01,Zimbabwe,import,vehicles,61.576
2021-01,Zimbabwe,import,electrical_equip,47.433
2021-01,Zimbabwe,import,food_beverages,61.287
2021-01,Zimbabwe,import,fertilisers,26.35
2021-01,Zimbabwe,import,chemicals,35.449
2021-01,Zimbabwe,import,textiles_clothing,26.612
2021-01,Zimbabwe,import,agriculture_inputs,30.766
2021-01,Zimbabwe,import,other,186.405
2021-02,Zimbabwe,import,fuel,119.984
2021-02,Zimbabwe,import,machinery,93.364
2021-02,Zimbabwe,import,vehicles,54.259
2021-02,Zimbabwe,import,electrical_equip,44.87
2021-02,Zimbabwe,import,food_beverages,43.946
2021-02,Zimbabwe,import,fertilisers,22.603
2021-02,Zimbabwe,import,chemicals,29.22
2021-02,Zimbabwe,import,textiles_clothing,25.394
2021-02,Zimbabwe,import,agriculture_inputs,28.052
2021-02,Zimbabwe,import,other,179.38
2021-03,Zimbabwe,import,fuel,126.885
2021-03,Zimbabwe,import,machinery,81.048
2021-03,Zimbabwe,import,vehicles,36.799
2021-03,Zimbabwe,import,electrical_equip,37.517
2021-03,Zimbabwe,import,food_beverages,36.847
2021-03,Zimbabwe,import,fertilisers,17.847
2021-03,Zimbabwe,import,chemicals,32.076
2021-03,Zimbabwe,import,textiles_clothing,28.071
2021-03,Zimbabwe,import,agriculture_inputs,21.776
2021-03,Zimbabwe,import,other,134.729
2021-04,Zimbabwe,import,fuel,116.883
2021-04,Zimbabwe,import,machinery,74.195
2021-04,Zimbabwe,import,vehicles,45.366
2021-04,Zimbabwe,import,electrical_equip,40.935
2021-04,Zimbabwe,import,food_beverages,41.715
2021-04,Zimbabwe,import,fertilisers,24.944
2021-04,Zimbabwe,import,chemicals,46.782
2021-04,Zimbabwe,import,textiles_clothing,28.023
2021-04,Zimbabwe,import,agriculture_inputs,33.481
2021-04,Zimbabwe,import,other,170.825
2021-05,Zimbabwe,import,fuel,113.084
2021-05,Zimbabwe,import,machinery,77.602
2021-05,Zimbabwe,import,vehicles,49.146
2021-05,Zimbabwe,import,electrical_equip,38.26
2021-05,Zimbabwe,import,food_beverages,40.928
2021-05,Zimbabwe,import,fertilisers,32.266
2021-05,Zimbabwe,import,chemicals,26.856
2021-05,Zimbabwe,import,textiles_clothing,21.379
2021-05,Zimbabwe,import,agriculture_inputs,19.675
2021-05,Zimbabwe,import,other,186.218
2021-06,Zimbabwe,import,fuel,113.149
2021-06,Zimbabwe,import,machinery,89.837
2021-06,Zimbabwe,import,vehicles,53.521
2021-06,Zimbabwe,import,electrical_equip,40.614
2021-06,Zimbabwe,import,food_beverages,39.879
2021-06,Zimbabwe,import,fertilisers,22.711
2021-06,Zimbabwe,import,chemicals,28.001
2021-06,Zimbabwe,import,textiles_clothing,21.147
2021-06,Zimbabwe,import,agriculture_inputs,25.473
2021-06,Zimbabwe,import,other,176.669
2021-07,Zimbabwe,import,fuel,131.631
2021-07,Zimbabwe,import,machinery,87.543
2021-07,Zimbabwe,import,vehicles,49.378
2021-07,Zimbabwe,import,electrical_equip,44.359
2021-07,Zimbabwe,import,food_beverages,54.225
2021-07,Zimbabwe,import,fertilisers,27.839
2021-07,Zimbabwe,import,chemicals,27.243
2021-07,Zimbabwe,import,textiles_clothing,29.37
2021-07,Zimbabwe,import,agriculture_inputs,37.867
2021-07,Zimbabwe,import,other,191.763
2021-08,Zimbabwe,import,fuel,126.986
2021-08,Zimbabwe,import,machinery,88.675
2021-08,Zimbabwe,import,vehicles,55.095
2021-08,Zimbabwe,import,electrical_equip,50.13
2021-08,Zimbabwe,import,food_beverages,42.457
2021-08,Zimbabwe,import,fertilisers,20.676
2021-08,Zimbabwe,import,chemicals,29.064
2021-08,Zimbabwe,import,textiles_clothing,25.402
2021-08,Zimbabwe,import,agriculture_inputs,31.846
2021-08,Zimbabwe,import,other,189.147
2021-09,Zimbabwe,import,fuel,125.408
2021-09,Zimbabwe,import,machinery,82.245
2021-09,Zimbabwe,import,vehicles,40.416
2021-09,Zimbabwe,import,electrical_equip,44.044
2021-09,Zimbabwe,import,food_beverages,37.876
2021-09,Zimbabwe,import,fertilisers,39.756
2021-09,Zimbabwe,import,chemicals,26.399
2021-09,Zimbabwe,import,textiles_clothing,19.217
2021-09,Zimbabwe,import,agriculture_inputs,21.984
2021-09,Zimbabwe,import,other,198.045
2021-10,Zimbabwe,import,fuel,130.537
2021-10,Zimbabwe,import,machinery,87.93
2021-10,Zimbabwe,import,vehicles,45.658
2021-10,Zimbabwe,import,electrical_equip,43.148
2021-10,Zimbabwe,import,food_beverages,47.55
2021-10,Zimbabwe,import,fertilisers,22.183
2021-10,Zimbabwe,import,chemicals,35.751
2021-10,Zimbabwe,import,textiles_clothing,22.789
2021-10,Zimbabwe,import,agriculture_inputs,21.683
2021-10,Zimbabwe,import,other,192.948
2021-11,Zimbabwe,import,fuel,119.583
2021-11,Zimbabwe,import,machinery,83.378
2021-11,Zimbabwe,import,vehicles,49.98
2021-11,Zimbabwe,import,electrical_equip,49.567
2021-11,Zimbabwe,import,food_beverages,44.161
2021-11,Zimbabwe,import,fertilisers,26.307
2021-11,Zimbabwe,import,chemicals,24.798
2021-11,Zimbabwe,import,textiles_clothing,37.158
2021-11,Zimbabwe,import,agriculture_inputs,26.108
2021-11,Zimbabwe,import,other,177.94
2021-12,Zimbabwe,import,fuel,110.105
2021-12,Zimbabwe,import,machinery,95.748
2021-12,Zimbabwe,import,vehicles,48.428
2021-12,Zimbabwe,import,electrical_equip,50.155
2021-12,Zimbabwe,import,food_beverages,40.216
2021-12,Zimbabwe,import,fertilisers,23.432
2021-12,Zimbabwe,import,chemicals,25.333
2021-12,Zimbabwe,import,textiles_clothing,27.449
2021-12,Zimbabwe,import,agriculture_inputs,23.35
2021-12,Zimbabwe,import,other,190.9
2022-01,Zimbabwe,import,fuel,219.243
2022-01,Zimbabwe,import,machinery,162.984
2022-01,Zimbabwe,import,vehicles,104.835
2022-01,Zimbabwe,import,electrical_equip,74.756
2022-01,Zimbabwe,import,food_beverages,69.412
2022-01,Zimbabwe,import,fertilisers,33.336
2022-01,Zimbabwe,import,chemicals,46.459
2022-01,Zimbabwe,import,textiles_clothing,76.28
2022-01,Zimbabwe,import,agriculture_inputs,39.278
2022-01,Zimbabwe,import,other,270.813
2022-02,Zimbabwe,import,fuel,170.446
2022-02,Zimbabwe,import,machinery,123.038
2022-02,Zimbabwe,import,vehicles,67.145
2022-02,Zimbabwe,import,electrical_equip,67.395
2022-02,Zimbabwe,import,food_beverages,56.613
2022-02,Zimbabwe,import,fertilisers,35.658
2022-02,Zimbabwe,import,chemicals,76.715
2022-02,Zimbabwe,import,textiles_clothing,34.058
2022-02,Zimbabwe,import,agriculture_inputs,36.024
2022-02,Zimbabwe,import,other,268.747
2022-03,Zimbabwe,import,fuel,206.099
2022-03,Zimbabwe,import,machinery,138.39
2022-03,Zimbabwe,import,vehicles,82.84
2022-03,Zimbabwe,import,electrical_equip,70.626
2022-03,Zimbabwe,import,food_beverages,67.443
2022-03,Zimbabwe,import,fertilisers,45.47
2022-03,Zimbabwe,import,chemicals,42.643
2022-03,Zimbabwe,import,textiles_clothing,35.645
2022-03,Zimbabwe,import,agriculture_inputs,31.919
2022-03,Zimbabwe,import,other,293.649
2022-04,Zimbabwe,import,fuel,206.287
2022-04,Zimbabwe,import,machinery,114.305
2022-04,Zimbabwe,import,vehicles,82.12
2022-04,Zimbabwe,import,electrical_equip,54.418
2022-04,Zimbabwe,import,food_beverages,58.357
2022-04,Zimbabwe,import,fertilisers,31.442
2022-04,Zimbabwe,import,chemicals,48.515
2022-04,Zimbabwe,import,textiles_clothing,33.911
2022-04,Zimbabwe,import,agriculture_inputs,75.055
2022-04,Zimbabwe,import,other,263.156
2022-05,Zimbabwe,import,fuel,180.464
2022-05,Zimbabwe,import,machinery,138.76
2022-05,Zimbabwe,import,vehicles,65.916
2022-05,Zimbabwe,import,electrical_equip,61.164
2022-05,Zimbabwe,import,food_beverages,76.624
2022-05,Zimbabwe,import,fertilisers,32.865
2022-05,Zimbabwe,import,chemicals,36.936
2022-05,Zimbabwe,import,textiles_clothing,47.192
2022-05,Zimbabwe,import,agriculture_inputs,36.013
2022-05,Zimbabwe,import,other,258.837
2022-06,Zimbabwe,import,fuel,207.316
2022-06,Zimbabwe,import,machinery,121.136
2022-06,Zimbabwe,import,vehicles,66.933
2022-06,Zimbabwe,import,electrical_equip,71.808
2022-06,Zimbabwe,import,food_beverages,61.983
2022-06,Zimbabwe,import,fertilisers,34.706
2022-06,Zimbabwe,import,chemicals,66.492
2022-06,Zimbabwe,import,textiles_clothing,39.786
2022-06,Zimbabwe,import,agriculture_inputs,36.189
2022-06,Zimbabwe,import,other,292.631
2022-07,Zimbabwe,import,fuel,203.503
2022-07,Zimbabwe,import,machinery,148.582
2022-07,Zimbabwe,import,vehicles,84.072
2022-07,Zimbabwe,import,electrical_equip,70.294
2022-07,Zimbabwe,import,food_beverages,85.188
2022-07,Zimbabwe,import,fertilisers,39.639
2022-07,Zimbabwe,import,chemicals,59.325
2022-07,Zimbabwe,import,textiles_clothing,42.413
2022-07,Zimbabwe,import,agriculture_inputs,42.327
2022-07,Zimbabwe,import,other,303.212
2022-08,Zimbabwe,import,fuel,273.597
2022-08,Zimbabwe,import,machinery,132.538
2022-08,Zimbabwe,import,vehicles,84.151
2022-08,Zimbabwe,import,electrical_equip,88.329
2022-08,Zimbabwe,import,food_beverages,75.004
2022-08,Zimbabwe,import,fertilisers,45.22
2022-08,Zimbabwe,import,chemicals,63.781
2022-08,Zimbabwe,import,textiles_clothing,42.897
2022-08,Zimbabwe,import,agriculture_inputs,43.701
2022-08,Zimbabwe,import,other,328.794
2022-09,Zimbabwe,import,fuel,204.118
2022-09,Zimbabwe,import,machinery,117.5
2022-09,Zimbabwe,import,vehicles,99.066
2022-09,Zimbabwe,import,electrical_equip,56.098
2022-09,Zimbabwe,import,food_beverages,64.797
2022-09,Zimbabwe,import,fertilisers,43.794
2022-09,Zimbabwe,import,chemicals,40.851
2022-09,Zimbabwe,import,textiles_clothing,30.266
2022-09,Zimbabwe,import,agriculture_inputs,45.435
2022-09,Zimbabwe,import,other,284.273
2022-10,Zimbabwe,import,fuel,194.518
2022-10,Zimbabwe,import,machinery,133.882
2022-10,Zimbabwe,import,vehicles,74.381
2022-10,Zimbabwe,import,electrical_equip,86.197
2022-10,Zimbabwe,import,food_beverages,81.399
2022-10,Zimbabwe,import,fertilisers,41.078
2022-10,Zimbabwe,import,chemicals,56.668
2022-10,Zimbabwe,import,textiles_clothing,42.433
2022-10,Zimbabwe,import,agriculture_inputs,33.34
2022-10,Zimbabwe,import,other,257.498
2022-11,Zimbabwe,import,fuel,186.902
2022-11,Zimbabwe,import,machinery,126.466
2022-11,Zimbabwe,import,vehicles,65.338
2022-11,Zimbabwe,import,electrical_equip,80.155
2022-11,Zimbabwe,import,food_beverages,61.629
2022-11,Zimbabwe,import,fertilisers,28.679
2022-11,Zimbabwe,import,chemicals,47.325
2022-11,Zimbabwe,import,textiles_clothing,57.382
2022-11,Zimbabwe,import,agriculture_inputs,33.492
2022-11,Zimbabwe,import,other,252.661
2022-12,Zimbabwe,import,fuel,225.614
2022-12,Zimbabwe,import,machinery,104.136
2022-12,Zimbabwe,import,vehicles,63.739
2022-12,Zimbabwe,import,electrical_equip,66.155
2022-12,Zimbabwe,import,food_beverages,60.251
2022-12,Zimbabwe,import,fertilisers,37.18
2022-12,Zimbabwe,import,chemicals,40.784
2022-12,Zimbabwe,import,textiles_clothing,50.3
2022-12,Zimbabwe,import,agriculture_inputs,41.7
2022-12,Zimbabwe,import,other,276.673
2023-01,Zimbabwe,import,fuel,163.635
2023-01,Zimbabwe,import,machinery,104.542
2023-01,Zimbabwe,import,vehicles,57.938
2023-01,Zimbabwe,import,electrical_equip,71.435
2023-01,Zimbabwe,import,food_beverages,60.775
2023-01,Zimbabwe,import,fertilisers,29.869
2023-01,Zimbabwe,import,chemicals,45.898
2023-01,Zimbabwe,import,textiles_clothing,36.822
2023-01,Zimbabwe,import,agriculture_inputs,34.481
2023-01,Zimbabwe,import,other,262.897
2023-02,Zimbabwe,import,fuel,153.0
2023-02,Zimbabwe,import,machinery,96.138
2023-02,Zimbabwe,import,vehicles,53.006
2023-02,Zimbabwe,import,electrical_equip,45.741
2023-02,Zimbabwe,import,food_beverages,56.763
2023-02,Zimbabwe,import,fertilisers,35.379
2023-02,Zimbabwe,import,chemicals,55.703
2023-02,Zimbabwe,import,textiles_clothing,26.981
2023-02,Zimbabwe,import,agriculture_inputs,27.082
2023-02,Zimbabwe,import,other,180.388
2023-03,Zimbabwe,import,fuel,165.188
2023-03,Zimbabwe,import,machinery,95.635
2023-03,Zimbabwe,import,vehicles,73.127
2023-03,Zimbabwe,import,electrical_equip,42.326
2023-03,Zimbabwe,import,food_beverages,47.966
2023-03,Zimbabwe,import,fertilisers,26.462
2023-03,Zimbabwe,import,chemicals,39.401
2023-03,Zimbabwe,import,textiles_clothing,29.114
2023-03,Zimbabwe,import,agriculture_inputs,30.185
2023-03,Zimbabwe,import,other,191.448
2023-04,Zimbabwe,import,fuel,143.631
2023-04,Zimbabwe,import,machinery,97.604
2023-04,Zimbabwe,import,vehicles,54.815
2023-04,Zimbabwe,import,electrical_equip,44.975
2023-04,Zimbabwe,import,food_beverages,42.258
2023-04,Zimbabwe,import,fertilisers,32.699
2023-04,Zimbabwe,import,chemicals,36.328
2023-04,Zimbabwe,import,textiles_clothing,50.98
2023-04,Zimbabwe,import,agriculture_inputs,34.283
2023-04,Zimbabwe,import,other,178.279
2023-05,Zimbabwe,import,fuel,118.54
2023-05,Zimbabwe,import,machinery,91.59
2023-05,Zimbabwe,import,vehicles,57.335
2023-05,Zimbabwe,import,electrical_equip,44.446
2023-05,Zimbabwe,import,food_beverages,51.562
2023-05,Zimbabwe,import,fertilisers,27.144
2023-05,Zimbabwe,import,chemicals,32.545
2023-05,Zimbabwe,import,textiles_clothing,31.624
2023-05,Zimbabwe,import,agriculture_inputs,20.599
2023-05,Zimbabwe,import,other,206.336
2023-06,Zimbabwe,import,fuel,184.76
2023-06,Zimbabwe,import,machinery,83.408
2023-06,Zimbabwe,import,vehicles,66.037
2023-06,Zimbabwe,import,electrical_equip,44.157
2023-06,Zimbabwe,import,food_beverages,46.167
2023-06,Zimbabwe,import,fertilisers,25.293
2023-06,Zimbabwe,import,chemicals,38.84
2023-06,Zimbabwe,import,textiles_clothing,30.159
2023-06,Zimbabwe,import,agriculture_inputs,27.081
2023-06,Zimbabwe,import,other,182.336
2023-07,Zimbabwe,import,fuel,146.037
2023-07,Zimbabwe,import,machinery,115.78
2023-07,Zimbabwe,import,vehicles,65.789
2023-07,Zimbabwe,import,electrical_equip,47.14
2023-07,Zimbabwe,import,food_beverages,53.224
2023-07,Zimbabwe,import,fertilisers,28.329
2023-07,Zimbabwe,import,chemicals,50.329
2023-07,Zimbabwe,import,textiles_clothing,28.332
2023-07,Zimbabwe,import,agriculture_inputs,28.182
2023-07,Zimbabwe,import,other,238.677
2023-08,Zimbabwe,import,fuel,183.022
2023-08,Zimbabwe,import,machinery,106.968
2023-08,Zimbabwe,import,vehicles,57.281
2023-08,Zimbabwe,import,electrical_equip,63.149
2023-08,Zimbabwe,import,food_beverages,49.067
2023-08,Zimbabwe,import,fertilisers,33.36
2023-08,Zimbabwe,import,chemicals,44.668
2023-08,Zimbabwe,import,textiles_clothing,26.401
2023-08,Zimbabwe,import,agriculture_inputs,30.311
2023-08,Zimbabwe,import,other,236.361
2023-09,Zimbabwe,import,fuel,149.187
2023-09,Zimbabwe,import,machinery,98.09
2023-09,Zimbabwe,import,vehicles,52.613
2023-09,Zimbabwe,import,electrical_equip,46.688
2023-09,Zimbabwe,import,food_beverages,46.884
2023-09,Zimbabwe,import,fertilisers,36.328
2023-09,Zimbabwe,import,chemicals,34.079
2023-09,Zimbabwe,import,textiles_clothing,33.623
2023-09,Zimbabwe,import,agriculture_inputs,34.03
2023-09,Zimbabwe,import,other,231.322
2023-10,Zimbabwe,import,fuel,141.191
2023-10,Zimbabwe,import,machinery,105.147
2023-10,Zimbabwe,import,vehicles,59.771
2023-10,Zimbabwe,import,electrical_equip,53.151
2023-10,Zimbabwe,import,food_beverages,58.745
2023-10,Zimbabwe,import,fertilisers,26.665
2023-10,Zimbabwe,import,chemicals,35.735
2023-10,Zimbabwe,import,textiles_clothing,23.667
2023-10,Zimbabwe,import,agriculture_inputs,26.815
2023-10,Zimbabwe,import,other,249.32
2023-11,Zimbabwe,import,fuel,161.444
2023-11,Zimbabwe,import,machinery,104.713
2023-11,Zimbabwe,import,vehicles,67.046
2023-11,Zimbabwe,import,electrical_equip,51.867
2023-11,Zimbabwe,import,food_beverages,62.032
2023-11,Zimbabwe,import,fertilisers,26.385
2023-11,Zimbabwe,import,chemicals,35.727
2023-11,Zimbabwe,import,textiles_clothing,28.132
2023-11,Zimbabwe,import,agriculture_inputs,37.642
2023-11,Zimbabwe,import,other,202.167
2023-12,Zimbabwe,import,fuel,150.246
2023-12,Zimbabwe,import,machinery,94.35
2023-12,Zimbabwe,import,vehicles,79.287
2023-12,Zimbabwe,import,electrical_equip,63.345
2023-12,Zimbabwe,import,food_beverages,56.988
2023-12,Zimbabwe,import,fertilisers,35.114
2023-12,Zimbabwe,import,chemicals,32.698
2023-12,Zimbabwe,import,textiles_clothing,33.53
2023-12,Zimbabwe,import,agriculture_inputs,31.762
2023-12,Zimbabwe,import,other,204.935
2024-01,Zimbabwe,import,fuel,156.656
2024-01,Zimbabwe,import,machinery,115.953
2024-01,Zimbabwe,import,vehicles,69.99
2024-01,Zimbabwe,import,electrical_equip,50.363
2024-01,Zimbabwe,import,food_beverages,63.501
2024-01,Zimbabwe,import,fertilisers,40.105
2024-01,Zimbabwe,import,chemicals,53.214
2024-01,Zimbabwe,import,textiles_clothing,33.304
2024-01,Zimbabwe,import,agriculture_inputs,35.665
2024-01,Zimbabwe,import,other,270.599
2024-02,Zimbabwe,import,fuel,144.977
2024-02,Zimbabwe,import,machinery,87.745
2024-02,Zimbabwe,import,vehicles,52.701
2024-02,Zimbabwe,import,electrical_equip,57.264
2024-02,Zimbabwe,import,food_beverages,51.612
2024-02,Zimbabwe,import,fertilisers,26.472
2024-02,Zimbabwe,import,chemicals,31.585
2024-02,Zimbabwe,import,textiles_clothing,26.396
2024-02,Zimbabwe,import,agriculture_inputs,28.655
2024-02,Zimbabwe,import,other,231.675
2024-03,Zimbabwe,import,fuel,147.006
2024-03,Zimbabwe,import,machinery,104.201
2024-03,Zimbabwe,import,vehicles,49.72
2024-03,Zimbabwe,import,electrical_equip,38.815
2024-03,Zimbabwe,import,food_beverages,44.655
2024-03,Zimbabwe,import,fertilisers,28.56
2024-03,Zimbabwe,import,chemicals,33.969
2024-03,Zimbabwe,import,textiles_clothing,44.939
2024-03,Zimbabwe,import,agriculture_inputs,29.891
2024-03,Zimbabwe,import,other,179.75
2024-04,Zimbabwe,import,fuel,154.907
2024-04,Zimbabwe,import,machinery,80.207
2024-04,Zimbabwe,import,vehicles,52.744
2024-04,Zimbabwe,import,electrical_equip,46.367
2024-04,Zimbabwe,import,food_beverages,58.482
2024-04,Zimbabwe,import,fertilisers,28.897
2024-04,Zimbabwe,import,chemicals,31.056
2024-04,Zimbabwe,import,textiles_clothing,23.6
2024-04,Zimbabwe,import,agriculture_inputs,29.791
2024-04,Zimbabwe,import,other,234.453
2024-05,Zimbabwe,import,fuel,156.158
2024-05,Zimbabwe,import,machinery,84.662
2024-05,Zimbabwe,import,vehicles,73.148
2024-05,Zimbabwe,import,electrical_equip,59.801
2024-05,Zimbabwe,import,food_beverages,49.961
2024-05,Zimbabwe,import,fertilisers,24.266
2024-05,Zimbabwe,import,chemicals,34.291
2024-05,Zimbabwe,import,textiles_clothing,30.316
2024-05,Zimbabwe,import,agriculture_inputs,28.732
2024-05,Zimbabwe,import,other,201.742
2024-06,Zimbabwe,import,fuel,147.152
2024-06,Zimbabwe,import,machinery,97.637
2024-06,Zimbabwe,import,vehicles,70.08
2024-06,Zimbabwe,import,electrical_equip,53.487
2024-06,Zimbabwe,import,food_beverages,65.136
