date,partner_country,region,trade_type,trade_value_mn_usd
2020-06,United Kingdom,Europe,import,5.669
2020-06,Botswana,SADC,import,8.259
2020-06,Other,Other,import,36.869
2020-07,South Africa,SADC,import,183.668
2020-07,China,Asia,import,129.432
2020-07,UAE,Middle East,import,47.783
2020-07,India,Asia,import,32.465
2020-07,Zambia,SADC,import,19.954
2020-07,Mozambique,SADC,import,17.497
2020-07,Singapore,Asia,import,15.874
2020-07,United States,Americas,import,12.199
2020-07,United Kingdom,Europe,import,9.035
2020-07,Botswana,SADC,import,10.754
2020-07,Other,Other,import,40.535
2020-08,South Africa,SADC,import,180.107
2020-08,China,Asia,import,133.968
2020-08,UAE,Middle East,import,42.233
2020-08,India,Asia,import,34.946
2020-08,Zambia,SADC,import,16.916
2020-08,Mozambique,SADC,import,26.374
2020-08,Singapore,Asia,import,20.897
2020-08,United States,Americas,import,14.729
2020-08,United Kingdom,Europe,import,9.597
2020-08,Botswana,SADC,import,9.07
2020-08,Other,Other,import,44.685
2020-09,South Africa,SADC,import,169.358
2020-09,China,Asia,import,109.193
2020-09,UAE,Middle East,import,38.465
2020-09,India,Asia,import,37.876
2020-09,Zambia,SADC,import,16.998
2020-09,Mozambique,SADC,import,15.583
2020-09,Singapore,Asia,import,19.825
2020-09,United States,Americas,import,21.076
2020-09,United Kingdom,Europe,import,9.006
2020-09,Botswana,SADC,import,8.375
2020-09,Other,Other,import,38.418
2020-10,South Africa,SADC,import,200.48
2020-10,China,Asia,import,128.261
2020-10,UAE,Middle East,import,53.05
2020-10,India,Asia,import,29.06
2020-10,Zambia,SADC,import,22.099
2020-10,Mozambique,SADC,import,20.042
2020-10,Singapore,Asia,import,17.696
2020-10,United States,Americas,import,19.039
2020-10,United Kingdom,Europe,import,6.477
2020-10,Botswana,SADC,import,8.127
2020-10,Other,Other,import,37.915
2020-11,South Africa,SADC,import,196.023
2020-11,China,Asia,import,114.733
2020-11,UAE,Middle East,import,51.22
2020-11,India,Asia,import,38.274
2020-11,Zambia,SADC,import,21.819
2020-11,Mozambique,SADC,import,17.209
2020-11,Singapore,Asia,import,16.547
2020-11,United States,Americas,import,25.058
2020-11,United Kingdom,Europe,import,8.318
2020-11,Botswana,SADC,import,9.947
2020-11,Other,Other,import,32.292
2020-12,South Africa,SADC,import,255.244
2020-12,China,Asia,import,113.881
2020-12,UAE,Middle East,import,51.286
2020-12,India,Asia,import,28.995
2020-12,Zambia,SADC,import,27.745
2020-12,Mozambique,SADC,import,19.637
2020-12,Singapore,Asia,import,19.064
2020-12,United States,Americas,import,18.21
2020-12,United Kingdom,Europe,import,10.577
2020-12,Botswana,SADC,import,8.117
2020-12,Other,Other,import,45.047
2021-01,South Africa,SADC,import,276.773
2021-01,China,Asia,import,172.292
2021-01,UAE,Middle East,import,61.738
2021-01,India,Asia,import,42.569
2021-01,Zambia,SADC,import,29.929
2021-01,Mozambique,SADC,import,31.056
2021-01,Singapore,Asia,import,22.929
2021-01,United States,Americas,import,21.365
2021-01,United Kingdom,Europe,import,7.747
2021-01,Botswana,SADC,import,9.315
2021-01,Other,Other,import,39.695
2021-02,South Africa,SADC,import,238.605
2021-02,China,Asia,import,142.072
2021-02,UAE,Middle East,import,51.731
2021-02,India,Asia,import,56.058
2021-02,Zambia,SADC,import,20.247
2021-02,Mozambique,SADC,import,24.298
2021-02,Singapore,Asia,import,26.036
2021-02,United States,Americas,import,14.904
2021-02,United Kingdom,Europe,import,10.987
2021-02,Botswana,SADC,import,11.523
2021-02,Other,Other,import,44.612
2021-03,South Africa,SADC,import,190.174
2021-03,China,Asia,import,144.151
2021-03,UAE,Middle East,import,38.949
2021-03,India,Asia,import,33.605
2021-03,Zambia,SADC,import,17.286
2021-03,Mozambique,SADC,import,16.371
2021-03,Singapore,Asia,import,27.641
2021-03,United States,Americas,import,20.94
2021-03,United Kingdom,Europe,import,6.38
2021-03,Botswana,SADC,import,25.424
2021-03,Other,Other,import,32.674
2021-04,South Africa,SADC,import,248.361
2021-04,China,Asia,import,120.125
2021-04,UAE,Middle East,import,47.903
2021-04,India,Asia,import,41.63
2021-04,Zambia,SADC,import,35.958
2021-04,Mozambique,SADC,import,24.33
2021-04,Singapore,Asia,import,27.548
2021-04,United States,Americas,import,22.885
2021-04,United Kingdom,Europe,import,7.298
2021-04,Botswana,SADC,import,8.91
2021-04,Other,Other,import,38.2
2021-05,South Africa,SADC,import,216.678
2021-05,China,Asia,import,152.388
2021-05,UAE,Middle East,import,47.63
2021-05,India,Asia,import,35.038
2021-05,Zambia,SADC,import,25.878
2021-05,Mozambique,SADC,import,23.718
2021-05,Singapore,Asia,import,20.777
2021-05,United States,Americas,import,15.53
2021-05,United Kingdom,Europe,import,5.383
2021-05,Botswana,SADC,import,15.139
2021-05,Other,Other,import,47.255
2021-06,South Africa,SADC,import,216.86
2021-06,China,Asia,import,142.39
2021-06,UAE,Middle East,import,59.708
2021-06,India,Asia,import,42.054
2021-06,Zambia,SADC,import,26.009
2021-06,Mozambique,SADC,import,24.138
2021-06,Singapore,Asia,import,18.126
2021-06,United States,Americas,import,24.229
2021-06,United Kingdom,Europe,import,5.94
2021-06,Botswana,SADC,import,8.536
2021-06,Other,Other,import,43.011
2021-07,South Africa,SADC,import,272.937
2021-07,China,Asia,import,151.43
2021-07,UAE,Middle East,import,48.754
2021-07,India,Asia,import,51.266
2021-07,Zambia,SADC,import,23.375
2021-07,Mozambique,SADC,import,23.612
2021-07,Singapore,Asia,import,19.932
2021-07,United States,Americas,import,20.316
2021-07,United Kingdom,Europe,import,5.993
2021-07,Botswana,SADC,import,11.181
2021-07,Other,Other,import,52.424
2021-08,South Africa,SADC,import,223.76
2021-08,China,Asia,import,153.527
2021-08,UAE,Middle East,import,60.951
2021-08,India,Asia,import,36.952
2021-08,Zambia,SADC,import,34.986
2021-08,Mozambique,SADC,import,24.173
2021-08,Singapore,Asia,import,26.237
2021-08,United States,Americas,import,18.594
2021-08,United Kingdom,Europe,import,7.774
2021-08,Botswana,SADC,import,10.055
2021-08,Other,Other,import,62.468
2021-09,South Africa,SADC,import,228.1
2021-09,China,Asia,import,149.176
2021-09,UAE,Middle East,import,54.563
2021-09,India,Asia,import,33.215
2021-09,Zambia,SADC,import,30.057
2021-09,Mozambique,SADC,import,25.979
2021-09,Singapore,Asia,import,24.78
2021-09,United States,Americas,import,23.976
2021-09,United Kingdom,Europe,import,6.529
2021-09,Botswana,SADC,import,9.138
2021-09,Other,Other,import,49.877
2021-10,South Africa,SADC,import,246.5
2021-10,China,Asia,import,144.584
2021-10,UAE,Middle East,import,50.845
2021-10,India,Asia,import,46.263
2021-10,Zambia,SADC,import,19.379
2021-10,Mozambique,SADC,import,27.316
2021-10,Singapore,Asia,import,31.044
2021-10,United States,Americas,import,26.742
2021-10,United Kingdom,Europe,import,11.86
2021-10,Botswana,SADC,import,9.036
2021-10,Other,Other,import,36.607
2021-11,South Africa,SADC,import,219.094
2021-11,China,Asia,import,151.151
2021-11,UAE,Middle East,import,63.532
2021-11,India,Asia,import,38.361
2021-11,Zambia,SADC,import,22.486
2021-11,Mozambique,SADC,import,27.655
2021-11,Singapore,Asia,import,38.612
2021-11,United States,Americas,import,25.183
2021-11,United Kingdom,Europe,import,5.844
2021-11,Botswana,SADC,import,11.102
2021-11,Other,Other,import,35.959
2021-12,South Africa,SADC,import,228.464
2021-12,China,Asia,import,151.43
2021-12,UAE,Middle East,import,66.668
2021-12,India,Asia,import,42.084
2021-12,Zambia,SADC,import,24.397
2021-12,Mozambique,SADC,import,25.706
2021-12,Singapore,Asia,import,18.433
2021-12,United States,Americas,import,17.804
2021-12,United Kingdom,Europe,import,5.597
2021-12,Botswana,SADC,import,11.648
2021-12,Other,Other,import,42.887
2022-01,South Africa,SADC,import,449.693
2022-01,China,Asia,import,221.438
2022-01,UAE,Middle East,import,100.586
2022-01,India,Asia,import,66.764
2022-01,Zambia,SADC,import,42.155
2022-01,Mozambique,SADC,import,43.157
2022-01,Singapore,Asia,import,37.159
2022-01,United States,Americas,import,26.483
2022-01,United Kingdom,Europe,import,9.761
2022-01,Botswana,SADC,import,23.168
2022-01,Other,Other,import,77.031
2022-02,South Africa,SADC,import,368.367
2022-02,China,Asia,import,210.227
2022-02,UAE,Middle East,import,80.207
2022-02,India,Asia,import,51.971
2022-02,Zambia,SADC,import,30.074
2022-02,Mozambique,SADC,import,29.918
2022-02,Singapore,Asia,import,29.708
2022-02,United States,Americas,import,30.835
2022-02,United Kingdom,Europe,import,9.002
2022-02,Botswana,SADC,import,12.196
2022-02,Other,Other,import,83.336
2022-03,South Africa,SADC,import,387.158
2022-03,China,Asia,import,247.943
2022-03,UAE,Middle East,import,79.09
2022-03,India,Asia,import,62.504
2022-03,Zambia,SADC,import,32.511
2022-03,Mozambique,SADC,import,44.117
2022-03,Singapore,Asia,import,41.516
2022-03,United States,Americas,import,28.374
2022-03,United Kingdom,Europe,import,9.46
2022-03,Botswana,SADC,import,18.503
2022-03,Other,Other,import,63.55
2022-04,South Africa,SADC,import,345.346
2022-04,China,Asia,import,223.134
2022-04,UAE,Middle East,import,72.815
2022-04,India,Asia,import,58.742
2022-04,Zambia,SADC,import,35.052
2022-04,Mozambique,SADC,import,41.455
2022-04,Singapore,Asia,import,33.976
2022-04,United States,Americas,import,43.503
2022-04,United Kingdom,Europe,import,12.808
2022-04,Botswana,SADC,import,17.938
2022-04,Other,Other,import,82.797
2022-05,South Africa,SADC,import,322.784
2022-05,China,Asia,import,218.344
2022-05,UAE,Middle East,import,76.501
2022-05,India,Asia,import,69.86
2022-05,Zambia,SADC,import,37.492
2022-05,Mozambique,SADC,import,32.964
2022-05,Singapore,Asia,import,38.508
2022-05,United States,Americas,import,21.972
2022-05,United Kingdom,Europe,import,29.288
2022-05,Botswana,SADC,import,13.52
2022-05,Other,Other,import,73.537
2022-06,South Africa,SADC,import,338.655
2022-06,China,Asia,import,270.99
2022-06,UAE,Middle East,import,82.194
2022-06,India,Asia,import,64.56
2022-06,Zambia,SADC,import,33.755
2022-06,Mozambique,SADC,import,43.834
2022-06,Singapore,Asia,import,30.386
2022-06,United States,Americas,import,23.016
2022-06,United Kingdom,Europe,import,8.259
2022-06,Botswana,SADC,import,20.4
2022-06,Other,Other,import,82.93
2022-07,South Africa,SADC,import,392.187
2022-07,China,Asia,import,265.641
2022-07,UAE,Middle East,import,84.678
2022-07,India,Asia,import,77.569
2022-07,Zambia,SADC,import,37.61
2022-07,Mozambique,SADC,import,40.35
2022-07,Singapore,Asia,import,36.864
2022-07,United States,Americas,import,33.963
2022-07,United Kingdom,Europe,import,16.567
2022-07,Botswana,SADC,import,13.453
2022-07,Other,Other,import,79.672
2022-08,South Africa,SADC,import,451.388
2022-08,China,Asia,import,267.519
2022-08,UAE,Middle East,import,127.263
2022-08,India,Asia,import,70.44
2022-08,Zambia,SADC,import,45.24
2022-08,Mozambique,SADC,import,43.143
2022-08,Singapore,Asia,import,54.008
2022-08,United States,Americas,import,32.908
2022-08,United Kingdom,Europe,import,9.966
2022-08,Botswana,SADC,import,14.758
2022-08,Other,Other,import,61.378
2022-09,South Africa,SADC,import,345.085
2022-09,China,Asia,import,240.104
2022-09,UAE,Middle East,import,74.362
2022-09,India,Asia,import,61.069
2022-09,Zambia,SADC,import,34.393
2022-09,Mozambique,SADC,import,59.753
2022-09,Singapore,Asia,import,31.184
2022-09,United States,Americas,import,47.237
2022-09,United Kingdom,Europe,import,11.135
2022-09,Botswana,SADC,import,25.071
2022-09,Other,Other,import,56.809
2022-10,South Africa,SADC,import,349.082
2022-10,China,Asia,import,209.047
2022-10,UAE,Middle East,import,92.899
2022-10,India,Asia,import,74.385
2022-10,Zambia,SADC,import,39.584
2022-10,Mozambique,SADC,import,34.58
2022-10,Singapore,Asia,import,33.918
2022-10,United States,Americas,import,29.042
2022-10,United Kingdom,Europe,import,40.539
2022-10,Botswana,SADC,import,20.884
2022-10,Other,Other,import,77.436
2022-11,South Africa,SADC,import,338.352
2022-11,China,Asia,import,195.733
2022-11,UAE,Middle East,import,104.544
2022-11,India,Asia,import,70.707
2022-11,Zambia,SADC,import,34.417
2022-11,Mozambique,SADC,import,44.222
2022-11,Singapore,Asia,import,37.913
2022-11,United States,Americas,import,32.896
2022-11,United Kingdom,Europe,import,15.304
2022-11,Botswana,SADC,import,12.039
2022-11,Other,Other,import,53.902
2022-12,South Africa,SADC,import,332.307
2022-12,China,Asia,import,239.798
2022-12,UAE,Middle East,import,104.709
2022-12,India,Asia,import,69.553
2022-12,Zambia,SADC,import,41.628
2022-12,Mozambique,SADC,import,32.748
2022-12,Singapore,Asia,import,39.603
2022-12,United States,Americas,import,23.558
2022-12,United Kingdom,Europe,import,7.754
2022-12,Botswana,SADC,import,16.181
2022-12,Other,Other,import,58.694
2023-01,South Africa,SADC,import,281.228
2023-01,China,Asia,import,210.381
2023-01,UAE,Middle East,import,78.948
2023-01,India,Asia,import,58.145
2023-01,Zambia,SADC,import,28.978
2023-01,Mozambique,SADC,import,31.773
2023-01,Singapore,Asia,import,28.663
2023-01,United States,Americas,import,44.78
2023-01,United Kingdom,Europe,import,6.322
2023-01,Botswana,SADC,import,15.092
2023-01,Other,Other,import,83.981
2023-02,South Africa,SADC,import,246.868
2023-02,China,Asia,import,172.333
2023-02,UAE,Middle East,import,88.21
2023-02,India,Asia,import,48.817
2023-02,Zambia,SADC,import,34.05
2023-02,Mozambique,SADC,import,38.179
2023-02,Singapore,Asia,import,32.221
2023-02,United States,Americas,import,18.506
2023-02,United Kingdom,Europe,import,5.289
2023-02,Botswana,SADC,import,10.14
2023-02,Other,Other,import,35.565
2023-03,South Africa,SADC,import,273.343
2023-03,China,Asia,import,163.285
2023-03,UAE,Middle East,import,65.967
2023-03,India,Asia,import,43.55
2023-03,Zambia,SADC,import,26.298
2023-03,Mozambique,SADC,import,23.61
2023-03,Singapore,Asia,import,24.061
2023-03,United States,Americas,import,25.699
2023-03,United Kingdom,Europe,import,6.668
2023-03,Botswana,SADC,import,12.168
2023-03,Other,Other,import,76.201
2023-04,South Africa,SADC,import,251.09
2023-04,China,Asia,import,161.816
2023-04,UAE,Middle East,import,62.066
2023-04,India,Asia,import,47.26
2023-04,Zambia,SADC,import,21.893
2023-04,Mozambique,SADC,import,35.187
2023-04,Singapore,Asia,import,35.534
2023-04,United States,Americas,import,29.386
2023-04,United Kingdom,Europe,import,7.059
2023-04,Botswana,SADC,import,11.667
2023-04,Other,Other,import,52.895
2023-05,South Africa,SADC,import,248.629
2023-05,China,Asia,import,166.369
2023-05,UAE,Middle East,import,70.453
2023-05,India,Asia,import,39.122
2023-05,Zambia,SADC,import,18.026
2023-05,Mozambique,SADC,import,24.604
2023-05,Singapore,Asia,import,23.731
2023-05,United States,Americas,import,40.163
2023-05,United Kingdom,Europe,import,4.967
2023-05,Botswana,SADC,import,8.488
2023-05,Other,Other,import,37.169
2023-06,South Africa,SADC,import,269.399
2023-06,China,Asia,import,155.438
2023-06,UAE,Middle East,import,85.059
2023-06,India,Asia,import,45.328
2023-06,Zambia,SADC,import,29.71
2023-06,Mozambique,SADC,import,29.58
2023-06,Singapore,Asia,import,23.572
2023-06,United States,Americas,import,31.337
2023-06,United Kingdom,Europe,import,5.439
2023-06,Botswana,SADC,import,11.549
2023-06,Other,Other,import,41.825
2023-07,South Africa,SADC,import,296.028
2023-07,China,Asia,import,224.626
2023-07,UAE,Middle East,import,62.174
2023-07,India,Asia,import,44.083
2023-07,Zambia,SADC,import,29.852
2023-07,Mozambique,SADC,import,27.231
2023-07,Singapore,Asia,import,29.994
2023-07,United States,Americas,import,22.818
2023-07,United Kingdom,Europe,import,8.503
2023-07,Botswana,SADC,import,12.262
2023-07,Other,Other,import,44.249
2023-08,South Africa,SADC,import,287.269
2023-08,China,Asia,import,222.857
2023-08,UAE,Middle East,import,62.481
2023-08,India,Asia,import,52.952
2023-08,Zambia,SADC,import,31.064
2023-08,Mozambique,SADC,import,57.721
2023-08,Singapore,Asia,import,27.843
2023-08,United States,Americas,import,21.633
2023-08,United Kingdom,Europe,import,6.151
2023-08,Botswana,SADC,import,13.063
2023-08,Other,Other,import,47.555
2023-09,South Africa,SADC,import,253.219
2023-09,China,Asia,import,210.993
2023-09,UAE,Middle East,import,71.715
2023-09,India,Asia,import,44.629
2023-09,Zambia,SADC,import,23.253
2023-09,Mozambique,SADC,import,28.684
2023-09,Singapore,Asia,import,25.808
2023-09,United States,Americas,import,25.671
2023-09,United Kingdom,Europe,import,7.531
2023-09,Botswana,SADC,import,9.496
2023-09,Other,Other,import,61.847
2023-10,South Africa,SADC,import,286.104
2023-10,China,Asia,import,193.665
2023-10,UAE,Middle East,import,61.113
2023-10,India,Asia,import,53.544
2023-10,Zambia,SADC,import,37.154
2023-10,Mozambique,SADC,import,29.916
2023-10,Singapore,Asia,import,26.16
2023-10,United States,Americas,import,29.244
2023-10,United Kingdom,Europe,import,7.757
2023-10,Botswana,SADC,import,9.57
2023-10,Other,Other,import,45.979
2023-11,South Africa,SADC,import,281.789
2023-11,China,Asia,import,182.404
2023-11,UAE,Middle East,import,77.038
2023-11,India,Asia,import,58.242
2023-11,Zambia,SADC,import,26.639
2023-11,Mozambique,SADC,import,24.111
2023-11,Singapore,Asia,import,41.646
2023-11,United States,Americas,import,18.982
2023-11,United Kingdom,Europe,import,7.012
2023-11,Botswana,SADC,import,9.53
2023-11,Other,Other,import,49.762
2023-12,South Africa,SADC,import,271.459
2023-12,China,Asia,import,206.42
2023-12,UAE,Middle East,import,62.075
2023-12,India,Asia,import,51.685
2023-12,Zambia,SADC,import,25.395
2023-12,Mozambique,SADC,import,32.173
2023-12,Singapore,Asia,import,29.334
2023-12,United States,Americas,import,21.819
2023-12,United Kingdom,Europe,import,7.81
2023-12,Botswana,SADC,import,21.666
2023-12,Other,Other,import,52.42
2024-01,South Africa,SADC,import,355.628
2024-01,China,Asia,import,219.167
2024-01,UAE,Middle East,import,71.792
2024-01,India,Asia,import,62.791
2024-01,Zambia,SADC,import,22.662
2024-01,Mozambique,SADC,import,34.77
2024-01,Singapore,Asia,import,35.394
2024-01,United States,Americas,import,27.481
2024-01,United Kingdom,Europe,import,5.803
2024-01,Botswana,SADC,import,14.589
2024-01,Other,Other,import,39.273
2024-02,South Africa,SADC,import,266.395
2024-02,China,Asia,import,187.574
2024-02,UAE,Middle East,import,73.006
2024-02,India,Asia,import,39.87
2024-02,Zambia,SADC,import,22.061
2024-02,Mozambique,SADC,import,34.693
2024-02,Singapore,Asia,import,37.937
2024-02,United States,Americas,import,19.712
2024-02,United Kingdom,Europe,import,11.367
2024-02,Botswana,SADC,import,9.624
2024-02,Other,Other,import,36.844
2024-03,South Africa,SADC,import,239.325
2024-03,China,Asia,import,186.423
2024-03,UAE,Middle East,import,73.854
2024-03,India,Asia,import,46.712
2024-03,Zambia,SADC,import,23.61
2024-03,Mozambique,SADC,import,25.717
2024-03,Singapore,Asia,import,20.548
2024-03,United States,Americas,import,23.718
2024-03,United Kingdom,Europe,import,4.632
2024-03,Botswana,SADC,import,20.596
2024-03,Other,Other,import,36.372
2024-04,South Africa,SADC,import,280.905
2024-04,China,Asia,import,160.077
2024-04,UAE,Middle East,import,74.416
2024-04,India,Asia,import,37.684
2024-04,Zambia,SADC,import,46.113
2024-04,Mozambique,SADC,import,23.46
2024-04,Singapore,Asia,import,35.976
2024-04,United States,Americas,import,19.967
2024-04,United Kingdom,Europe,import,6.833
2024-04,Botswana,SADC,import,14.413
2024-04,Other,Other,import,40.66
2024-05,South Africa,SADC,import,294.528
2024-05,China,Asia,import,196.9
2024-05,UAE,Middle East,import,53.749
2024-05,India,Asia,import,44.971
2024-05,Zambia,SADC,import,22.178
2024-05,Mozambique,SADC,import,28.122
2024-05,Singapore,Asia,import,25.698
2024-05,United States,Americas,import,19.108
2024-05,United Kingdom,Europe,import,5.841
2024-05,Botswana,SADC,import,10.91
2024-05,Other,Other,import,41.071
2024-06,South Africa,SADC,import,316.594
2024-06,China,Asia,import,204.665
2024-06,UAE,Middle East,import,93.067
2024-06,India,Asia,import,49.657
2024-06,Zambia,SADC,import,24.319
2024-06,Mozambique,SADC,import,28.595
2024-06,Singapore,Asia,import,35.769
2024-06,United States,Americas,import,19.964
2024-06,United Kingdom,Europe,import,5.473
2024-06,Botswana,SADC,import,12.716
2024-06,Other,Other,import,43.869
2024-07,South Africa,SADC,import,266.487
2024-07,China,Asia,import,226.083
2024-07,UAE,Middle East,import,87.187
2024-07,India,Asia,import,51.874
2024-07,Zambia,SADC,import,34.498
2024-07,Mozambique,SADC,import,36.01
2024-07,Singapore,Asia,import,33.17
2024-07,United States,Americas,import,29.926
2024-07,United Kingdom,Europe,import,5.61
2024-07,Botswana,SADC,import,10.825
2024-07,Other,Other,import,45.863
2024-08,South Africa,SADC,import,305.265
2024-08,China,Asia,import,228.053
2024-08,UAE,Middle East,import,84.115
2024-08,India,Asia,import,61.95
2024-08,Zambia,SADC,import,31.602
2024-08,Mozambique,SADC,import,35.033
2024-08,Singapore,Asia,import,38.586
2024-08,United States,Americas,import,34.02
2024-08,United Kingdom,Europe,import,5.871
2024-08,Botswana,SADC,import,15.784
2024-08,Other,Other,import,50.619
2024-09,South Africa,SADC,import,261.169
2024-09,China,Asia,import,222.763
2024-09,UAE,Middle East,import,80.643
2024-09,India,Asia,import,45.421
2024-09,Zambia,SADC,import,23.12
2024-09,Mozambique,SADC,import,44.381
2024-09,Singapore,Asia,import,27.273
2024-09,United States,Americas,import,19.404
2024-09,United Kingdom,Europe,import,5.392
2024-09,Botswana,SADC,import,17.079
2024-09,Other,Other,import,39.881
2024-10,South Africa,SADC,import,263.153
2024-10,China,Asia,import,193.79
2024-10,UAE,Middle East,import,58.58
2024-10,India,Asia,import,61.763
2024-10,Zambia,SADC,import,20.626
2024-10,Mozambique,SADC,import,30.367
2024-10,Singapore,Asia,import,28.753
2024-10,United States,Americas,import,25.763
2024-10,United Kingdom,Europe,import,9.262
2024-10,Botswana,SADC,import,10.205
2024-10,Other,Other,import,48.54
2024-11,South Africa,SADC,import,259.915
2024-11,China,Asia,import,194.185
2024-11,UAE,Middle East,import,64.405
2024-11,India,Asia,import,47.337
2024-11,Zambia,SADC,import,39.823
2024-11,Mozambique,SADC,import,32.24
2024-11,Singapore,Asia,import,27.737
2024-11,United States,Americas,import,24.145
2024-11,United Kingdom,Europe,import,5.885
2024-11,Botswana,SADC,import,16.287
2024-11,Other,Other,import,63.218
2024-12,South Africa,SADC,import,292.543
2024-12,China,Asia,import,208.411
2024-12,UAE,Middle East,import,73.721
2024-12,India,Asia,import,55.969
2024-12,Zambia,SADC,import,26.434
2024-12,Mozambique,SADC,import,32.541
2024-12,Singapore,Asia,import,37.939
2024-12,United States,Americas,import,21.792
2024-12,United Kingdom,Europe,import,5.357
2024-12,Botswana,SADC,import,26.627
2024-12,Other,Other,import,39.52
2025-01,South Africa,SADC,import,310.212
2025-01,China,Asia,import,235.112
2025-01,UAE,Middle East,import,99.46
2025-01,India,Asia,import,63.435
2025-01,Zambia,SADC,import,26.513
2025-01,Mozambique,SADC,import,52.309
2025-01,Singapore,Asia,import,34.924
2025-01,United States,Americas,import,24.787
2025-01,United Kingdom,Europe,import,5.725
2025-01,Botswana,SADC,import,14.2
2025-01,Other,Other,import,77.302
2025-02,South Africa,SADC,import,267.987
2025-02,China,Asia,import,186.879
2025-02,UAE,Middle East,import,56.747
2025-02,India,Asia,import,45.566
2025-02,Zambia,SADC,import,26.471
2025-02,Mozambique,SADC,import,34.736
2025-02,Singapore,Asia,import,30.752
2025-02,United States,Americas,import,22.104
2025-02,United Kingdom,Europe,import,4.36
2025-02,Botswana,SADC,import,10.084
2025-02,Other,Other,import,56.835
2025-03,South Africa,SADC,import,305.015
2025-03,China,Asia,import,199.306
2025-03,UAE,Middle East,import,68.808
2025-03,India,Asia,import,73.529
2025-03,Zambia,SADC,import,22.85
2025-03,Mozambique,SADC,import,31.036
2025-03,Singapore,Asia,import,45.074
2025-03,United States,Americas,import,26.881
2025-03,United Kingdom,Europe,import,9.724
2025-03,Botswana,SADC,import,14.447
2025-03,Other,Other,import,37.461
2025-04,South Africa,SADC,import,258.788
2025-04,China,Asia,import,192.3
2025-04,UAE,Middle East,import,61.68
2025-04,India,Asia,import,45.324
2025-04,Zambia,SADC,import,27.075
2025-04,Mozambique,SADC,import,24.429
2025-04,Singapore,Asia,import,41.564
2025-04,United States,Americas,import,23.284
2025-04,United Kingdom,Europe,import,4.678
2025-04,Botswana,SADC,import,10.007
2025-04,Other,Other,import,38.212
2025-05,South Africa,SADC,import,273.647
2025-05,China,Asia,import,183.298
2025-05,UAE,Middle East,import,74.638
2025-05,India,Asia,import,55.865
2025-05,Zambia,SADC,import,22.596
2025-05,Mozambique,SADC,import,30.27
2025-05,Singapore,Asia,import,33.007
2025-05,United States,Americas,import,38.293
2025-05,United Kingdom,Europe,import,12.407
2025-05,Botswana,SADC,import,19.31
2025-05,Other,Other,import,45.306
2025-06,South Africa,SADC,import,299.441
2025-06,China,Asia,import,195.975
2025-06,UAE,Middle East,import,86.582
2025-06,India,Asia,import,50.306
2025-06,Zambia,SADC,import,42.422
2025-06,Mozambique,SADC,import,35.497
2025-06,Singapore,Asia,import,36.697
2025-06,United States,Americas,import,22.251
2025-06,United Kingdom,Europe,import,5.275
2025-06,Botswana,SADC,import,28.352
2025-06,Other,Other,import,56.217
2025-07,South Africa,SADC,import,296.347
2025-07,China,Asia,import,234.891
2025-07,UAE,Middle East,import,69.805
2025-07,India,Asia,import,51.127
2025-07,Zambia,SADC,import,24.496
2025-07,Mozambique,SADC,import,35.311
2025-07,Singapore,Asia,import,40.502
2025-07,United States,Americas,import,21.217
2025-07,United Kingdom,Europe,import,5.287
2025-07,Botswana,SADC,import,13.475
2025-07,Other,Other,import,40.062
2025-08,South Africa,SADC,import,310.775
2025-08,China,Asia,import,214.487
2025-08,UAE,Middle East,import,95.168
2025-08,India,Asia,import,78.19
2025-08,Zambia,SADC,import,25.315
2025-08,Mozambique,SADC,import,39.518
2025-08,Singapore,Asia,import,33.187
2025-08,United States,Americas,import,33.953
2025-08,United Kingdom,Europe,import,7.502
2025-08,Botswana,SADC,import,10.598
2025-08,Other,Other,import,45.607
2025-09,South Africa,SADC,import,272.588
2025-09,China,Asia,import,199.509
2025-09,UAE,Middle East,import,72.718
2025-09,India,Asia,import,46.457
2025-09,Zambia,SADC,import,26.045
2025-09,Mozambique,SADC,import,38.874
2025-09,Singapore,Asia,import,28.714
2025-09,United States,Americas,import,40.779
2025-09,United Kingdom,Europe,import,4.867
2025-09,Botswana,SADC,import,11.088
2025-09,Other,Other,import,80.335
2025-10,South Africa,SADC,import,293.844
2025-10,China,Asia,import,196.732
2025-10,UAE,Middle East,import,69.65
2025-10,India,Asia,import,41.953
2025-10,Zambia,SADC,import,24.377
2025-10,Mozambique,SADC,import,37.901
2025-10,Singapore,Asia,import,28.664
2025-10,United States,Americas,import,37.768
2025-10,United Kingdom,Europe,import,5.046
2025-10,Botswana,SADC,import,17.744
2025-10,Other,Other,import,48.542
2025-11,South Africa,SADC,import,255.626
2025-11,China,Asia,import,184.572
2025-11,UAE,Middle East,import,61.033
2025-11,India,Asia,import,55.389
2025-11,Zambia,SADC,import,20.081
2025-11,Mozambique,SADC,import,44.589
2025-11,Singapore,Asia,import,23.672
2025-11,United States,Americas,import,24.923
2025-11,United Kingdom,Europe,import,4.306
2025-11,Botswana,SADC,import,13.323
2025-11,Other,Other,import,35.239
2025-12,South Africa,SADC,import,268.058
2025-12,China,Asia,import,206.103
2025-12,UAE,Middle East,import,95.652
2025-12,India,Asia,import,69.275
2025-12,Zambia,SADC,import,21.946
2025-12,Mozambique,SADC,import,40.865
2025-12,Singapore,Asia,import,30.729
